Date,Close
2019-05-13,45.402
2019-05-14,46.462002000000005
2019-05-15,46.389998999999996
2019-05-16,45.666
2019-05-17,42.206001
2019-05-20,41.071999
2019-05-21,41.015999
2019-05-22,38.546001000000004
2019-05-23,39.098
2019-05-24,38.125999
2019-05-28,37.740002000000004
2019-05-29,37.972
2019-05-30,37.644001
2019-05-31,37.032001
2019-06-03,35.793999
2019-06-04,38.720001
2019-06-05,39.318001
2019-06-06,41.189999
2019-06-07,40.900002
2019-06-10,42.576
2019-06-11,43.419998
2019-06-12,41.852001
2019-06-13,42.782001
2019-06-14,42.984001
2019-06-17,45.006001
2019-06-18,44.948002
2019-06-19,45.285999
2019-06-20,43.924
2019-06-21,44.372002
2019-06-24,44.728001
2019-06-25,43.952
2019-06-26,43.854
2019-06-27,44.568001
2019-06-28,44.692001
2019-07-01,45.433997999999995
2019-07-02,44.91
2019-07-03,46.98
2019-07-05,46.619999
2019-07-08,46.068001
2019-07-09,46.012001
2019-07-10,47.784
2019-07-11,47.720001
2019-07-12,49.015999
2019-07-15,50.700001
2019-07-16,50.476002
2019-07-17,50.972
2019-07-18,50.708
2019-07-19,51.636002000000005
2019-07-22,51.136002000000005
2019-07-23,52.034
2019-07-24,52.976002
2019-07-25,45.764
2019-07-26,45.608002
2019-07-29,47.153999
2019-07-30,48.452
2019-07-31,48.321999
2019-08-01,46.77
2019-08-02,46.868
2019-08-05,45.664001
2019-08-06,46.150002
2019-08-07,46.683997999999995
2019-08-08,47.66
2019-08-09,47.001999
2019-08-12,45.801998
2019-08-13,47.0
2019-08-14,43.924
2019-08-15,43.127998
2019-08-16,43.987999
2019-08-19,45.366001000000004
2019-08-20,45.172001
2019-08-21,44.166
2019-08-22,44.43
2019-08-23,42.279999
2019-08-26,43.0
2019-08-27,42.816002000000005
2019-08-28,43.118
2019-08-29,44.341999
2019-08-30,45.122002
2019-09-03,45.001999
2019-09-04,44.136002000000005
2019-09-05,45.916
2019-09-06,45.490002000000004
2019-09-09,46.358002
2019-09-10,47.108002
2019-09-11,49.419998
2019-09-12,49.174
2019-09-13,49.040001000000004
2019-09-16,48.562
2019-09-17,48.958
2019-09-18,48.698002
2019-09-19,49.32
2019-09-20,48.124001
2019-09-23,48.245998
2019-09-24,44.641998
2019-09-25,45.740002000000004
2019-09-26,48.512001
2019-09-27,48.425999
2019-09-30,48.174
2019-10-01,48.938
2019-10-02,48.625999
2019-10-03,46.605999
2019-10-04,46.285999
2019-10-07,47.543999
2019-10-08,48.009997999999996
2019-10-09,48.905998
2019-10-10,48.948002
2019-10-11,49.577999
2019-10-14,51.391998
2019-10-15,51.577999
2019-10-16,51.950001
2019-10-17,52.394001
2019-10-18,51.389998999999996
2019-10-21,50.700001
2019-10-22,51.116001000000004
2019-10-23,50.936001
2019-10-24,59.936001
2019-10-25,65.625999
2019-10-28,65.542
2019-10-29,63.243999
2019-10-30,63.001999
2019-10-31,62.984001
2019-11-01,62.661999
2019-11-04,63.493999
2019-11-05,63.444
2019-11-06,65.316002
2019-11-07,67.108002
2019-11-08,67.428001
2019-11-11,69.01799799999999
2019-11-12,69.986
2019-11-13,69.222
2019-11-14,69.870003
2019-11-15,70.433998
2019-11-18,69.998001
2019-11-19,71.903999
2019-11-20,70.444
2019-11-21,70.966003
2019-11-22,66.608002
2019-11-25,67.26799799999999
2019-11-26,65.783997
2019-11-27,66.258003
2019-11-29,65.987999
2019-12-02,66.97399899999999
2019-12-03,67.239998
2019-12-04,66.606003
2019-12-05,66.07399699999999
2019-12-06,67.178001
2019-12-09,67.905998
2019-12-10,69.76799799999999
2019-12-11,70.540001
2019-12-12,71.935997
2019-12-13,71.678001
2019-12-16,76.300003
2019-12-17,75.797997
2019-12-18,78.629997
2019-12-19,80.807999
2019-12-20,81.11799599999999
2019-12-23,83.844002
2019-12-24,85.050003
2019-12-26,86.188004
2019-12-27,86.07599599999999
2019-12-30,82.940002
2019-12-31,83.666
2020-01-02,86.052002
2020-01-03,88.601997
2020-01-06,90.307999
2020-01-07,93.811996
2020-01-08,98.428001
2020-01-09,96.26799799999999
2020-01-10,95.629997
2020-01-13,104.972
2020-01-14,107.584
2020-01-15,103.699997
2020-01-16,102.697998
2020-01-17,102.099998
2020-01-21,109.440002
2020-01-22,113.912003
2020-01-23,114.440002
2020-01-24,112.96399699999999
2020-01-27,111.603996
2020-01-28,113.379997
2020-01-29,116.197998
2020-01-30,128.162003
2020-01-31,130.113998
2020-02-03,156.0
2020-02-04,177.412003
2020-02-05,146.940002
2020-02-06,149.792007
2020-02-07,149.613998
2020-02-10,154.255997
2020-02-11,154.87600700000002
2020-02-12,153.457993
2020-02-13,160.800003
2020-02-14,160.005997
2020-02-18,171.679993
2020-02-19,183.483994
2020-02-20,179.882004
2020-02-21,180.199997
2020-02-24,166.757996
2020-02-25,159.98199499999998
2020-02-26,155.759995
2020-02-27,135.800003
2020-02-28,133.598007
2020-03-02,148.723999
2020-03-03,149.102005
2020-03-04,149.899994
2020-03-05,144.908005
2020-03-06,140.695999
2020-03-09,121.599998
2020-03-10,129.065994
2020-03-11,126.846001
2020-03-12,112.110001
2020-03-13,109.32399699999999
2020-03-16,89.014
2020-03-17,86.040001
2020-03-18,72.244003
2020-03-19,85.528
2020-03-20,85.505997
2020-03-23,86.858002
2020-03-24,101.0
2020-03-25,107.849998
2020-03-26,105.63200400000001
2020-03-27,102.872002
2020-03-30,100.42600300000001
2020-03-31,104.800003
2020-04-01,96.311996
2020-04-02,90.893997
2020-04-03,96.001999
2020-04-06,103.248001
2020-04-07,109.089996
2020-04-08,109.76799799999999
2020-04-09,114.599998
2020-04-13,130.190002
2020-04-14,141.977997
2020-04-15,145.966003
2020-04-16,149.042007
2020-04-17,150.778
2020-04-20,149.272003
2020-04-21,137.34399399999998
2020-04-22,146.421997
2020-04-23,141.12600700000002
2020-04-24,145.029999
2020-04-27,159.75
2020-04-28,153.824005
2020-04-29,160.102005
2020-04-30,156.37600700000002
2020-05-01,140.26400800000002
2020-05-04,152.238007
2020-05-05,153.641998
2020-05-06,156.516006
2020-05-07,156.007996
2020-05-08,163.884003
2020-05-11,162.257996
2020-05-12,161.882004
2020-05-13,158.192001
2020-05-14,160.666
2020-05-15,159.834
2020-05-18,162.725998
2020-05-19,161.602005
2020-05-20,163.112
2020-05-21,165.520004
2020-05-22,163.37600700000002
2020-05-26,163.774002
2020-05-27,164.046005
2020-05-28,161.162003
2020-05-29,167.0
2020-06-01,179.619995
2020-06-02,176.311996
2020-06-03,176.591995
2020-06-04,172.87600700000002
2020-06-05,177.132004
2020-06-08,189.983994
2020-06-09,188.134003
2020-06-10,205.009995
2020-06-11,194.567993
2020-06-12,187.056
2020-06-15,198.179993
2020-06-16,196.425995
2020-06-17,198.358002
2020-06-18,200.792007
2020-06-19,200.179993
2020-06-22,198.863998
2020-06-23,200.35600300000002
2020-06-24,192.169998
2020-06-25,197.195999
2020-06-26,191.94799799999998
2020-06-29,201.869995
2020-06-30,215.962006
2020-07-01,223.92599500000003
2020-07-02,241.731995
2020-07-06,274.31601
2020-07-07,277.971985
2020-07-08,273.175995
2020-07-09,278.85598799999997
2020-07-10,308.929993
2020-07-13,299.411987
2020-07-14,303.359985
2020-07-15,309.201996
2020-07-16,300.127991
2020-07-17,300.167999
2020-07-20,328.600006
2020-07-21,313.67199700000003
2020-07-22,318.466003
2020-07-23,302.614014
2020-07-24,283.399994
2020-07-27,307.920013
2020-07-28,295.298004
2020-07-29,299.821991
2020-07-30,297.49798599999997
2020-07-31,286.152008
2020-08-03,297.0
2020-08-04,297.399994
2020-08-05,297.003998
2020-08-06,297.91598500000003
2020-08-07,290.541992
2020-08-10,283.713989
2020-08-11,274.877991
2020-08-12,310.951996
2020-08-13,324.200012
